name	smiles	score
CHEMBL100081	COc1ccc(S(=O)(=O)N(Cc2ccc(OCCN3CCCCC3)cc2)c2c(C)cccc2C(=O)NO)cc1	-9.342173629648887
CHEMBL100146	COc1ccc(S(=O)(=O)N2Cc3ccccc3N(C(=O)CCc3ccccc3)CC2C(=O)NO)cc1	-9.059043798340275
CHEMBL100280	COc1ccc(S(=O)(=O)N(C)c2c(CN3CCOCC3)cccc2C(=O)NO)cc1	-7.900249056301085
CHEMBL100564	COC(=O)C1CCCN1Cc1cccc(C(=O)NO)c1N(C)S(=O)(=O)c1ccc(OC)cc1	-8.25260546277531
CHEMBL100777	COc1ccc(S(=O)(=O)N(C)c2c(CN3CCN(C)CC3)cc(-c3ccc4ccccc4c3)cc2C(=O)NO)cc1	-9.621076221044628
CHEMBL101413	COc1ccc(S(=O)(=O)N(C)c2c(Cn3ccnc3)cccc2C(=O)NO)cc1	-7.845097406566327
CHEMBL101864	COc1ccc(S(=O)(=O)N(C)c2c(CN3CCN(C)CC3)cc(Br)cc2C(=O)NO)cc1	-8.130580882290214
CHEMBL1077203	O=C1NC(=O)C(CN2Cc3ccc(Cl)cc3C2=O)(c2ccc(F)cc2)N1	-9.554935751424976
CHEMBL1077216	COc1ccc2c(c1)C(=O)N(CC1(c3cnccn3)NC(=O)NC1=O)C2	-8.767802523679046
CHEMBL1078396	COc1ccc2[nH]n(CC3(C)NC(=O)NC3=O)c(=O)c2c1	-8.32444542189042
CHEMBL1084412	Cc1cc(COc2ccc3c(c2)CN(CC2(c4ccc(F)cc4)NC(=O)NC2=O)C3=O)c2ccccc2n1	-13.366030240412652
CHEMBL1087291	CC1(Cn2[nH]c3cc(OCc4ccccc4)ccc3c2=O)NC(=O)NC1=O	-11.137305199630037
CHEMBL1087293	COc1ccc2[nH]n(CC3(c4ccccc4)NC(=O)NC3=O)c(=O)c2c1	-10.269781886854394
CHEMBL1087430	COc1cc2c(cn1)CN(CC1(c3ccc(F)cc3)NC(=O)NC1=O)C2=O	-10.264744549814836
CHEMBL1087795	CC1(Cn2[nH]c3ccc(OCc4ccccc4)cc3c2=O)NC(=O)NC1=O	-10.207683712292326
CHEMBL1088216	COc1ccc2c(c1)C(=O)N(CC1(C)NC(=O)NC1=O)C2	-8.459743703583966
CHEMBL1089727	COc1ccc2c(c1)C(=O)N(CC1(c3cnn(C)c3)NC(=O)NC1=O)C2	-9.490944686038056
CHEMBL1089842	CC#CCOc1ccc(S(=O)(=O)NC(CCNC(=O)OCc2ccccc2)C(=O)NO)cc1	-9.289844594197495
CHEMBL1089843	CC#CCOc1ccc(S(=O)(=O)NC(CCN2C(=O)c3ccccc3C2=O)C(=O)NO)cc1	-9.079242640969207
CHEMBL1090647	CC(=O)NCCC(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)NO	-8.829818756038863
CHEMBL1090749	O=C1NC(=O)C(CN2Cc3cc(OCC4CC4)ccc3C2=O)(c2ccc(F)cc2)N1	-9.945646691169062
CHEMBL1091095	O=C1NC(=O)C(CN2Cc3cc(OCc4ccncc4)ccc3C2=O)(c2ccc(F)cc2)N1	-11.13641267945893
CHEMBL1092505	COc1ccc2c(c1)C(=O)N(CC1(c3ccco3)NC(=O)NC1=O)C2	-9.408293042937702
CHEMBL109326	CC(=O)N1CCN(S(=O)(=O)c2ccc(OCc3ccnc4ccccc34)cc2)C(C(=O)NO)C1C	-11.642139142397061
CHEMBL1093392	O=C1NC(=O)C(CN2Cc3cc(OCCC4CCCCC4)ccc3C2=O)(c2ccc(F)cc2)N1	-11.419655365234396
CHEMBL110211	CC(=O)N1CCN(S(=O)(=O)c2ccc(OCc3cccnc3C)cc2)C(C(=O)NO)C1C	-9.979097075111897
CHEMBL110994	Cc1ccccc1COc1ccc(S(=O)(=O)N2CCN(C(=O)Nc3ccccc3)C(C)C2C(=O)NO)cc1	-9.859555880427294
CHEMBL111460	Cc1ccc(S(=O)(=O)N2CCN(S(=O)(=O)c3ccc(OCc4ccccc4C)cc3)C(C(=O)NO)C2C)cc1	-9.856779329040375
CHEMBL111475	CC(=O)N1CCN(S(=O)(=O)c2ccc(OCc3cncc4ccccc34)cc2)C(C(=O)NO)C1C	-11.328444901905515
CHEMBL114427	CNC(=O)C(Cc1ccccc1)NC(=O)C(CC(C)C)C(CSc1ccccc1)C(=O)NO	-7.461855352873675
CHEMBL115653	CN1C(=O)N(CC(C(=O)NO)C(CC2CCCC2)C(=O)N2CCCCC2)C(=O)C1(C)C	-7.406180993464773
CHEMBL1222588	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(OC4CCCC4)cc3)NC(=O)NC1=O)C2	-9.854989583868775
CHEMBL1222652	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(Oc4ccncc4)cc3)NC(=O)NC1=O)C2	-10.150934081808852
CHEMBL1222653	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(Oc4ccc5cnccc5c4)cc3)NC(=O)NC1=O)C2	-11.385549842644117
CHEMBL1222654	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(N4CCOCC4)cc3)NC(=O)NC1=O)C2	-9.546647384147894
CHEMBL1222655	O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2ccc(N3CCCC3=O)cc2)N1	-9.526470411274815
CHEMBL1222720	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(C(=O)N4CCCC4)cc3)NC(=O)NC1=O)C2	-9.486553222812582
CHEMBL1222721	O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2ccccc2Oc2ccccc2)N1	-9.151977765966578
CHEMBL1222722	O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2cccc(Oc3ccccc3)c2)N1	-10.572722208545265
CHEMBL1222723	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ccc(Cl)cc4)cc3)NC(=O)NC1=O)C2	-9.55890465692532
CHEMBL1222866	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ccccn4)cc3)NC(=O)NC1=O)C2	-9.74094633911051
CHEMBL1222867	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cccnc4)cc3)NC(=O)NC1=O)C2	-9.571414410980868
CHEMBL1222942	O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2ccc(-c3c[nH]c(=O)c(Cl)c3)cc2)N1	-10.887613013198374
CHEMBL1222943	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cncnc4)cc3)NC(=O)NC1=O)C2	-9.436888579067755
CHEMBL1222944	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4nccs4)cc3)NC(=O)NC1=O)C2	-9.253148057213593
CHEMBL1223004	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cnccn4)cc3)NC(=O)NC1=O)C2	-9.429188939662458
CHEMBL1223006	Cc1noc(C)c1-c1ccc(C2(CN3Cc4ccc(F)cc4C3=O)NC(=O)NC2=O)cc1	-9.256798319617296
CHEMBL1223007	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cnn(C)c4)cc3)NC(=O)NC1=O)C2	-9.573377876970511
CHEMBL1223075	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ccnc(C)c4)cc3)NC(=O)NC1=O)C2	-9.89467229924373
CHEMBL1223076	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(C4(C)NC(=O)NC4=O)cc3)NC(=O)NC1=O)C2	-10.570849299613714
CHEMBL1223077	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ccc5cn(C)nc5c4)cc3)NC(=O)NC1=O)C2	-10.228820303980775
CHEMBL1223078	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cnc5c(ccn5C)c4)cc3)NC(=O)NC1=O)C2	-9.999848975826055
CHEMBL1223153	O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2ccc(-c3ccc4ncccc4c3)cc2)N1	-10.834010679331179
CHEMBL1223154	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4ccc(-c5cc[nH]n5)cc4)cc3)NC(=O)NC1=O)C2	-10.01693149442205
CHEMBL1223155	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cccc(-c5csc(C)n5)c4)cc3)NC(=O)NC1=O)C2	-10.213044001291262
CHEMBL1223223	COc1ccc2c(c1)C(=O)N(CC1(c3ccc(-c4cc(-c5ccccc5)no4)cc3)NC(=O)NC1=O)C2	-10.329166455961268
CHEMBL1223224	Cn1nnnc1-c1ccccc1-c1ccc(C2(CN3Cc4ccc(F)cc4C3=O)NC(=O)NC2=O)cc1	-9.489308995517224
CHEMBL132928	O=C(NO)C1CN(C(=O)c2ccco2)CCC1C(=O)Nc1ccc(COC2=C3C=CCC=C3NC=C2)cc1	-10.732971303697658
CHEMBL133028	Cc1cc(COc2ccc(NC(=O)C3C(C(=O)NO)CCCN3Cc3nccs3)cc2)c2ccccc2n1	-11.320643425475202
CHEMBL133259	Cc1cc(COc2ccc(NC(=O)C3CN(CC4CC4)CCC3C(=O)NO)cc2)c2ccccc2n1	-11.320036193653658
CHEMBL134640	CC(=O)N1CCC(C(=O)Nc2ccc(COC3=C4CC=CC=C4NC=C3)cc2)C(C(=O)NO)C1	-10.786640566865872
CHEMBL134782	Cc1cc(COc2ccc(NC(=O)C3CN(Cc4nccs4)CCC3C(=O)NO)cc2)c2ccccc2n1	-11.518251568172152
CHEMBL135075	CCCC(C(Cc1ccc(C)s1)C(=O)NC(CCCNC(N)=N[N+](=O)[O-])C(=O)Nc1nccs1)N(O)C=O	-7.7668125401937385
CHEMBL135251	CC1CCC(CC(C(=O)NC(CCCNC(N)=N[N+](=O)[O-])C(=O)Nc2nccs2)C(C(C)C)N(O)C=O)CC1	-7.566774167466943
